,Day,Month,Year,DAP,Stage,WC(1.50),Rain,Irri,Surf,Infilt,RO,Drain,CR,Zgwt,Ex,E,E/Ex,Trx,Tr,Tr/Trx,ETx,ET,ET/ETx,GD,Z,StExp,StSto,StSen,StSalt,StWeed,CC,CCw,StTr,Kc(Tr),Trx.1,Tr.1,TrW,Tr/Trx.1,WP,Biomass,HI,Y(dry),Y(fresh),Brelative,WPet,Bin,Bout,WC(1.50).1,Wr(1.50),Z.1,Wr,Wr(SAT),Wr(FC),Wr(exp),Wr(sto),Wr(sen),Wr(PWP),SaltIn,SaltOut,SaltUp,Salt(1.50)  SaltZ,Z.2,ECe,ECsw,StSalt.1,Zgwt.1,ECgw,WC01,WC 2,WC 3,WC 4,WC 5,WC 6,WC 7,WC 8,WC 9,WC10,WC11,WC12,ECe01,ECe 2,ECe 3,ECe 4,ECe 5,ECe 6,ECe 7,ECe 8,ECe 9,ECe10,ECe11,ECe12,Rain.1,ETo,Tmin,Tavg,Tmax,CO2
10,11,4,1991,-9,0,465.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,1.8,62,0.0,0.0,100,3.0,1.8,62,7.0,0.0,-9,-9,-9,-9,-9,0.0,0.0,0,-9.0,0.0,0.0,0.0,100,0.0,0.0,-9.9,0.0,0.0,-9,0.0,0.0,0.0,465.4,-9.9,0.0,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,0.0,0.0,0.0,0.000    -9.000,0.0,-9.0,-9.0,0,10.0,0.0,31.0,45.0,43.0,42.0,34.0,34.0,34.0,31.6,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,-0.6,7.0,14.6,355.7
11,12,4,1991,-9,0,463.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.3,1.8,53,0.0,0.0,100,3.3,1.8,53,7.7,0.0,-9,-9,-9,-9,-9,0.0,0.0,0,-9.0,0.0,0.0,0.0,100,0.0,0.0,-9.9,0.0,0.0,-9,0.0,0.0,0.0,463.6,-9.9,0.0,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,0.0,0.0,0.0,0.000    -9.000,0.0,-9.0,-9.0,0,10.0,0.0,29.2,45.0,43.0,42.0,34.0,34.0,34.0,31.6,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-0.1,7.7,15.4,355.7
12,13,4,1991,-9,0,462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.4,1.6,46,0.0,0.0,100,3.4,1.6,46,8.8,0.0,-9,-9,-9,-9,-9,0.0,0.0,0,-9.0,0.0,0.0,0.0,100,0.0,0.0,-9.9,0.0,0.0,-9,0.0,0.0,0.0,462.0,-9.9,0.0,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,0.0,0.0,0.0,0.000    -9.000,0.0,-9.0,-9.0,0,10.0,0.0,27.6,45.0,43.0,42.0,34.0,34.0,34.0,31.6,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,1.4,8.8,16.2,355.7
13,14,4,1991,-9,0,461.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.5,1.0,41,0.0,0.0,100,2.5,1.0,41,10.4,0.0,-9,-9,-9,-9,-9,0.0,0.0,0,-9.0,0.0,0.0,0.0,100,0.0,0.0,-9.9,0.0,0.0,-9,0.0,0.0,0.0,461.0,-9.9,0.0,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,0.0,0.0,0.0,0.000    -9.000,0.0,-9.0,-9.0,0,10.0,0.0,26.6,45.0,43.0,42.0,34.0,34.0,34.0,31.6,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,5.1,10.4,15.8,355.7
14,15,4,1991,-9,0,464.2,4.1,0.0,0.0,4.1,0.0,0.0,0.0,10.0,0.9,0.9,100,0.0,0.0,100,0.9,0.9,100,3.8,0.0,-9,-9,-9,-9,-9,0.0,0.0,0,-9.0,0.0,0.0,0.0,100,0.0,0.0,-9.9,0.0,0.0,-9,0.0,0.0,0.0,464.2,-9.9,0.0,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,0.0,0.0,0.0,0.000    -9.000,0.0,-9.0,-9.0,0,10.0,0.0,29.8,45.0,43.0,42.0,34.0,34.0,34.0,31.6,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.8,-1.1,3.8,8.7,355.7
15,16,4,1991,-9,0,469.8,6.6,0.0,0.0,6.6,0.0,0.0,0.0,10.0,1.0,1.0,100,0.0,0.0,100,1.0,1.0,100,4.4,0.0,-9,-9,-9,-9,-9,0.0,0.0,0,-9.0,0.0,0.0,0.0,100,0.0,0.0,-9.9,0.0,0.0,-9,0.0,0.0,0.0,469.8,-9.9,0.0,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,0.0,0.0,0.0,0.000    -9.000,0.0,-9.0,-9.0,0,10.0,0.0,35.4,45.0,43.0,42.0,34.0,34.0,34.0,31.6,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,0.9,-0.8,4.4,9.6,355.7
16,17,4,1991,-9,0,468.9,1.1,0.0,0.0,1.1,0.0,0.0,0.0,10.0,2.1,2.0,98,0.0,0.0,100,2.1,2.0,98,5.2,0.0,-9,-9,-9,-9,-9,0.0,0.0,0,-9.0,0.0,0.0,0.0,100,0.0,0.0,-9.9,0.0,0.0,-9,0.0,0.0,0.0,468.9,-9.9,0.0,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,0.0,0.0,0.0,0.000    -9.000,0.0,-9.0,-9.0,0,10.0,0.0,34.5,45.0,43.0,42.0,34.0,34.0,34.0,31.6,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.9,1.9,5.2,8.5,355.7
17,18,4,1991,-9,0,467.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.8,1.5,86,0.0,0.0,100,1.8,1.5,86,2.3,0.0,-9,-9,-9,-9,-9,0.0,0.0,0,-9.0,0.0,0.0,0.0,100,0.0,0.0,-9.9,0.0,0.0,-9,0.0,0.0,0.0,467.4,-9.9,0.0,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,0.0,0.0,0.0,0.000    -9.000,0.0,-9.0,-9.0,0,10.0,0.0,33.0,45.0,43.0,42.0,34.0,34.0,34.0,31.6,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,-2.0,2.3,6.6,355.7
18,19,4,1991,-9,0,476.3,9.7,0.0,0.0,9.6,0.1,0.0,0.0,10.0,0.7,0.7,100,0.0,0.0,100,0.7,0.7,100,4.3,0.0,-9,-9,-9,-9,-9,0.0,0.0,0,-9.0,0.0,0.0,0.0,100,0.0,0.0,-9.9,0.0,0.0,-9,0.0,0.0,0.0,476.3,-9.9,0.0,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,0.0,0.0,0.0,0.000    -9.000,0.0,-9.0,-9.0,0,10.0,0.0,41.9,45.0,43.0,42.0,34.0,34.0,34.0,31.6,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,0.6,-1.6,4.3,10.2,355.7
19,20,4,1991,-9,0,479.5,5.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,1.8,1.8,100,0.0,0.0,100,1.8,1.8,100,11.4,0.0,-9,-9,-9,-9,-9,0.0,0.0,0,-9.0,0.0,0.0,0.0,100,0.0,0.0,-9.9,0.0,0.0,-9,0.0,0.0,0.0,479.5,-9.9,0.0,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,0.0,0.0,0.0,0.000    -9.000,0.0,-9.0,-9.0,0,10.0,0.0,45.1,45.0,43.0,42.0,34.0,34.0,34.0,31.6,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.6,4.4,11.4,18.4,355.7
20,21,4,1991,-9,0,484.8,7.1,0.0,0.0,6.8,0.3,0.0,0.0,10.0,1.4,1.4,100,0.0,0.0,100,1.4,1.4,100,3.6,0.0,-9,-9,-9,-9,-9,0.0,0.0,0,-9.0,0.0,0.0,0.0,100,0.0,0.0,-9.9,0.0,0.0,-9,0.0,0.0,0.0,484.8,-9.9,0.0,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,0.0,0.0,0.0,0.000    -9.000,0.0,-9.0,-9.0,0,10.0,0.0,46.6,48.0,43.8,42.0,34.0,34.0,34.0,31.6,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,1.3,-0.9,3.6,8.1,355.7
21,22,4,1991,-9,0,492.7,10.0,0.0,0.0,9.2,0.8,0.0,0.0,10.0,1.3,1.3,100,0.0,0.0,100,1.3,1.3,100,1.6,0.0,-9,-9,-9,-9,-9,0.0,0.0,0,-9.0,0.0,0.0,0.0,100,0.0,0.0,-9.9,0.0,0.0,-9,0.0,0.0,0.0,492.7,-9.9,0.0,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,0.0,0.0,0.0,0.000    -9.000,0.0,-9.0,-9.0,0,10.0,0.0,46.7,48.0,46.0,45.0,34.4,34.3,34.2,32.7,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.2,-2.0,1.6,5.2,355.7
22,23,4,1991,-9,0,498.4,9.2,0.0,0.0,8.5,0.7,1.9,0.0,10.0,0.9,0.9,100,0.0,0.0,100,0.9,0.9,100,0.0,0.0,-9,-9,-9,-9,-9,0.0,0.0,0,-9.0,0.0,0.0,0.0,100,0.0,0.0,-9.9,0.0,0.0,-9,0.0,0.0,0.0,498.4,-9.9,0.0,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,0.0,0.0,0.0,0.000    -9.000,0.0,-9.0,-9.0,0,10.0,0.0,47.1,48.0,46.0,44.9,35.8,34.7,34.6,34.4,23.2,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,0.8,-3.0,-0.4,2.2,355.7
23,24,4,1991,-9,0,489.9,0.0,0.0,0.0,0.0,0.0,6.4,0.0,10.0,2.1,2.1,100,0.0,0.0,100,2.1,2.1,100,0.2,0.0,-9,-9,-9,-9,-9,0.0,0.0,0,-9.0,0.0,0.0,0.0,100,0.0,0.0,-9.9,0.0,0.0,-9,0.0,0.0,0.0,489.9,-9.9,0.0,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,0.0,0.0,0.0,0.000    -9.000,0.0,-9.0,-9.0,0,10.0,0.0,43.3,45.6,44.3,44.5,35.0,34.9,34.8,34.6,23.1,23.1,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,-4.4,0.2,4.8,355.7
24,25,4,1991,-9,0,482.2,0.0,0.0,0.0,0.0,0.0,4.6,0.0,10.0,3.1,3.1,100,0.0,0.0,100,3.1,3.1,100,3.0,0.0,-9,-9,-9,-9,-9,0.0,0.0,0,-9.0,0.0,0.0,0.0,100,0.0,0.0,-9.9,0.0,0.0,-9,0.0,0.0,0.0,482.2,-9.9,0.0,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,0.0,0.0,0.0,0.000    -9.000,0.0,-9.0,-9.0,0,10.0,0.0,40.2,45.1,43.5,43.2,34.4,34.4,34.4,34.4,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,-2.9,3.0,8.9,355.7
25,26,4,1991,-9,0,478.2,0.0,0.0,0.0,0.0,0.0,2.3,0.0,10.0,1.8,1.8,100,0.0,0.0,100,1.8,1.8,100,3.6,0.0,-9,-9,-9,-9,-9,0.0,0.0,0,-9.0,0.0,0.0,0.0,100,0.0,0.0,-9.9,0.0,0.0,-9,0.0,0.0,0.0,478.2,-9.9,0.0,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,0.0,0.0,0.0,0.000    -9.000,0.0,-9.0,-9.0,0,10.0,0.0,38.5,45.0,43.2,42.6,34.2,34.2,34.2,34.2,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,-0.6,3.6,7.8,355.7
26,27,4,1991,-9,0,478.3,2.1,0.0,0.0,2.1,0.0,1.0,0.0,10.0,1.0,1.0,100,0.0,0.0,100,1.0,1.0,100,3.9,0.0,-9,-9,-9,-9,-9,0.0,0.0,0,-9.0,0.0,0.0,0.0,100,0.0,0.0,-9.9,0.0,0.0,-9,0.0,0.0,0.0,478.3,-9.9,0.0,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,0.0,0.0,0.0,0.000    -9.000,0.0,-9.0,-9.0,0,10.0,0.0,39.6,45.0,43.1,42.3,34.1,34.1,34.1,34.1,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.9,0.6,3.9,7.2,355.7
27,28,4,1991,-9,0,475.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,10.0,2.8,2.7,97,0.0,0.0,100,2.8,2.7,97,5.6,0.0,-9,-9,-9,-9,-9,0.0,0.0,0,-9.0,0.0,0.0,0.0,100,0.0,0.0,-9.9,0.0,0.0,-9,0.0,0.0,0.0,475.3,-9.9,0.0,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,0.0,0.0,0.0,0.000    -9.000,0.0,-9.0,-9.0,0,10.0,0.0,36.9,45.0,43.0,42.1,34.0,34.0,34.0,34.0,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,-0.4,5.6,11.6,355.7
28,29,4,1991,-9,0,485.1,11.5,0.0,0.0,11.0,0.5,0.2,0.0,10.0,1.0,1.0,100,0.0,0.0,100,1.0,1.0,100,6.8,0.0,-9,-9,-9,-9,-9,0.0,0.0,0,-9.0,0.0,0.0,0.0,100,0.0,0.0,-9.9,0.0,0.0,-9,0.0,0.0,0.0,485.1,-9.9,0.0,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,0.0,0.0,0.0,0.000    -9.000,0.0,-9.0,-9.0,0,10.0,0.0,47.0,45.0,43.0,42.1,34.0,34.0,34.0,34.0,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0.9,3.8,6.8,9.8,355.7
29,30,4,1991,-9,0,485.1,2.6,0.0,0.0,2.6,0.0,0.4,0.0,10.0,2.2,2.2,100,0.0,0.0,100,2.2,2.2,100,9.9,0.0,-9,-9,-9,-9,-9,0.0,0.0,0,-9.0,0.0,0.0,0.0,100,0.0,0.0,-9.9,0.0,0.0,-9,0.0,0.0,0.0,485.1,-9.9,0.0,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,0.0,0.0,0.0,0.000    -9.000,0.0,-9.0,-9.0,0,10.0,0.0,45.8,45.3,43.4,42.3,34.1,34.1,34.1,34.0,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,2.0,6.6,9.9,13.3,355.7
30,1,5,1991,1,1,482.1,0.0,0.0,0.0,0.0,0.0,0.7,0.0,10.0,2.4,2.3,95,0.0,0.0,100,2.4,2.3,95,12.1,0.3,-9,-9,-9,0,-9,0.0,0.0,0,-9.0,0.0,0.0,0.0,100,0.0,0.0,-9.9,0.0,0.0,-9,0.0,0.0,0.0,482.1,482.1,0.3,131.2,142.0,133.0,123.1,44.7,83.5,43.0,0.0,0.0,0.0,0.000     0.000,0.3,0.0,0.0,0,10.0,0.0,42.9,45.2,43.2,42.3,34.2,34.1,34.1,34.1,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,7.0,12.1,17.2,355.7
31,2,5,1991,2,1,482.5,3.5,0.0,0.0,3.5,0.0,0.6,0.0,10.0,2.4,2.4,100,0.0,0.0,100,2.4,2.4,100,13.6,0.3,-9,-9,-9,0,-9,0.0,0.0,0,-9.0,0.0,0.0,0.0,100,0.0,0.0,-9.9,0.0,0.0,-9,0.0,0.0,0.0,482.5,482.5,0.3,132.0,142.0,133.0,123.1,44.7,83.5,43.0,0.0,0.0,0.0,0.000     0.000,0.3,0.0,0.0,0,10.0,0.0,43.9,45.0,43.1,42.1,34.1,34.1,34.1,34.1,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2.2,9.3,13.6,17.9,355.7
32,3,5,1991,3,1,480.1,0.0,0.0,0.0,0.0,0.0,0.3,0.0,10.0,2.1,2.1,98,0.0,0.0,100,2.1,2.1,98,13.4,0.3,-9,-9,-9,0,-9,0.0,0.0,0,-9.0,0.0,0.0,0.0,100,0.0,0.0,-9.9,0.0,0.0,-9,0.0,0.0,0.0,480.1,480.1,0.3,129.9,142.0,133.0,123.1,44.5,83.5,43.0,0.0,0.0,0.0,0.000     0.000,0.3,0.0,0.0,0,10.0,0.0,41.9,45.0,43.0,42.1,34.0,34.0,34.0,34.0,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,9.4,13.4,17.4,355.7
33,4,5,1991,4,1,478.4,0.0,0.0,0.0,0.0,0.0,0.1,0.0,10.0,1.8,1.5,88,0.0,0.0,100,1.8,1.5,88,10.8,0.3,-9,-9,-9,0,-9,0.0,0.0,0,-9.0,0.0,0.0,0.0,100,0.0,0.0,-9.9,0.0,0.0,-9,0.0,0.0,0.0,478.4,478.4,0.3,128.3,142.0,133.0,123.1,44.4,83.5,43.0,0.0,0.0,0.0,0.000     0.000,0.3,0.0,0.0,0,10.0,0.0,40.3,45.0,43.0,42.0,34.0,34.0,34.0,34.0,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,8.0,10.8,13.6,355.7
