,Day,Month,Year,DAP,Stage,WC(1.50),Rain,Irri,Surf,Infilt,RO,Drain,CR,Zgwt,Ex,E,E/Ex,Trx,Tr,Tr/Trx,ETx,ET,ET/ETx,GD,Z,StExp,StSto,StSen,StSalt,StWeed,CC,CCw,StTr,Kc(Tr),Trx.1,Tr.1,TrW,Tr/Trx.1,WP,Biomass,HI,Y(dry),Y(fresh),Brelative,WPet,Bin,Bout,WC(1.50).1,Wr(1.50),Z.1,Wr,Wr(SAT),Wr(FC),Wr(exp),Wr(sto),Wr(sen),Wr(PWP),SaltIn,SaltOut,SaltUp,Salt(1.50)  SaltZ,Z.2,ECe,ECsw,StSalt.1,Zgwt.1,ECgw,WC01,WC 2,WC 3,WC 4,WC 5,WC 6,WC 7,WC 8,WC 9,WC10,WC11,WC12,ECe01,ECe 2,ECe 3,ECe 4,ECe 5,ECe 6,ECe 7,ECe 8,ECe 9,ECe10,ECe11,ECe12,Rain.1,ETo,Tmin,Tavg,Tmax,CO2
29,30,4,1990,-9,0,464.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.5,2.7,77,0.0,0.0,100,3.5,2.7,77,10.6,0.0,-9,-9,-9,-9,-9,0.0,0.0,0,-9.0,0.0,0.0,0.0,100,0.0,0.0,-9.9,0.0,0.0,-9,0.0,0.0,0.0,464.5,-9.9,0.0,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,0.0,0.0,0.0,0.000    -9.000,0.0,-9.0,-9.0,0,10.0,0.0,26.5,45.0,43.0,42.0,34.0,34.0,34.0,34.0,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,3.6,10.6,17.6,354.45
30,1,5,1990,1,1,469.3,6.4,0.0,0.0,6.4,0.0,0.0,0.0,10.0,1.5,1.5,100,0.0,0.0,100,1.5,1.5,100,9.5,0.3,-9,-9,-9,0,-9,0.0,0.0,0,-9.0,0.0,0.0,0.0,100,0.0,0.0,-9.9,0.0,0.0,-9,0.0,0.0,0.0,469.3,469.3,0.3,119.3,142.0,133.0,123.1,44.4,83.5,43.0,0.0,0.0,0.0,0.000     0.000,0.3,0.0,0.0,0,10.0,0.0,31.3,45.0,43.0,42.0,34.0,34.0,34.0,34.0,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,1.4,3.8,9.5,15.2,354.45
31,2,5,1990,2,1,466.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.9,2.9,100,0.0,0.0,100,2.9,2.9,100,3.2,0.3,-9,-9,-9,0,-9,0.0,0.0,0,-9.0,0.0,0.0,0.0,100,0.0,0.0,-9.9,0.0,0.0,-9,0.0,0.0,0.0,466.5,466.5,0.3,116.5,142.0,133.0,123.1,44.8,83.5,43.0,0.0,0.0,0.0,0.000     0.000,0.3,0.0,0.0,0,10.0,0.0,28.5,45.0,43.0,42.0,34.0,34.0,34.0,34.0,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,-0.6,3.2,7.0,354.45
32,3,5,1990,3,1,463.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,3.3,83,0.0,0.0,100,4.0,3.3,83,5.8,0.3,-9,-9,-9,0,-9,0.0,0.0,0,-9.0,0.0,0.0,0.0,100,0.0,0.0,-9.9,0.0,0.0,-9,0.0,0.0,0.0,463.2,463.2,0.3,113.2,142.0,133.0,123.1,45.2,83.5,43.0,0.0,0.0,0.0,0.000     0.000,0.3,0.0,0.0,0,10.0,0.0,25.2,45.0,43.0,42.0,34.0,34.0,34.0,34.0,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,-2.6,5.8,14.1,354.45
33,4,5,1990,4,1,461.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.9,1.6,58,0.0,0.0,100,2.9,1.6,58,12.1,0.3,-9,-9,-9,0,-9,0.0,0.0,0,-9.0,0.0,0.0,0.0,100,0.0,0.0,-9.9,0.0,0.0,-9,0.0,0.0,0.0,461.5,461.5,0.3,111.5,142.0,133.0,123.1,44.8,83.5,43.0,0.0,0.0,0.0,0.000     0.000,0.3,0.0,0.0,0,10.0,0.0,23.5,45.0,43.0,42.0,34.0,34.0,34.0,34.0,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,6.5,12.1,17.6,354.45
34,5,5,1990,5,1,459.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.1,2.0,48,0.0,0.0,100,4.1,2.0,48,9.7,0.3,-9,-9,-9,0,-9,0.0,0.0,0,-9.0,0.0,0.0,0.0,100,0.0,0.0,-9.9,0.0,0.0,-9,0.0,0.0,0.0,459.5,459.5,0.3,109.5,142.0,133.0,123.1,45.2,83.5,43.0,0.0,0.0,0.0,0.000     0.000,0.3,0.0,0.0,0,10.0,0.0,21.5,45.0,43.0,42.0,34.0,34.0,34.0,34.0,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,3.3,9.7,16.1,354.45
35,6,5,1990,6,1,457.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.7,1.9,40,0.0,0.0,100,4.7,1.9,40,13.5,0.3,-9,-9,-9,0,-9,0.0,0.0,0,-9.0,0.0,0.0,0.0,100,0.0,0.0,-9.9,0.0,0.0,-9,0.0,0.0,0.0,457.7,457.7,0.3,107.7,142.0,133.0,123.1,45.4,83.5,43.0,0.0,0.0,0.0,0.000     0.000,0.3,0.0,0.0,0,10.0,0.0,19.7,45.0,43.0,42.0,34.0,34.0,34.0,34.0,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,6.6,13.5,20.4,354.45
36,7,5,1990,7,1,456.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.5,1.5,34,0.0,0.0,100,4.5,1.5,34,14.3,0.3,-9,-9,-9,0,-9,0.0,0.0,0,-9.0,0.0,0.0,0.0,100,0.0,0.0,-9.9,0.0,0.0,-9,0.0,0.0,0.0,456.1,456.1,0.3,106.1,142.0,133.0,123.1,45.4,83.5,43.0,0.0,0.0,0.0,0.000     0.000,0.3,0.0,0.0,0,10.0,0.0,18.1,45.0,43.0,42.0,34.0,34.0,34.0,34.0,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,9.2,14.3,19.5,354.45
37,8,5,1990,8,1,455.7,1.3,0.0,0.0,1.3,0.0,0.0,0.0,10.0,2.9,1.8,62,0.0,0.0,100,2.9,1.8,62,6.2,0.33,-9,-9,-9,0,-9,0.0,0.0,0,-9.0,0.0,0.0,0.0,100,0.0,0.0,-9.9,0.0,0.0,-9,0.0,0.0,0.0,455.7,455.7,0.33,116.7,153.8,144.0,133.3,49.1,90.8,47.2,0.0,0.0,0.0,0.000     0.000,0.33,0.0,0.0,0,10.0,0.0,17.7,45.0,43.0,42.0,34.0,34.0,34.0,34.0,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,2.6,2.0,6.2,10.5,354.45
38,9,5,1990,9,1,454.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.3,0.9,28,0.0,0.0,100,3.3,0.9,28,7.6,0.36,-9,-9,-9,0,-9,0.0,0.0,0,-9.0,0.0,0.0,0.0,100,0.0,0.0,-9.9,0.0,0.0,-9,0.0,0.0,0.0,454.7,454.7,0.36,130.9,170.0,159.1,147.5,55.3,100.7,53.0,0.0,0.0,0.0,0.000     0.000,0.36,0.0,0.0,0,10.0,0.0,16.7,45.0,43.0,42.0,34.0,34.0,34.0,34.0,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.6,7.6,14.7,354.45
39,10,5,1990,10,1,453.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,1.0,26,0.0,0.0,100,4.0,1.0,26,7.6,0.39,-9,-9,-9,0,-9,0.0,0.0,0,-9.0,0.0,0.0,0.0,100,0.0,0.0,-9.9,0.0,0.0,-9,0.0,0.0,0.0,453.7,453.7,0.39,143.4,184.5,172.7,160.1,60.9,109.7,58.1,0.0,0.0,0.0,0.000     0.000,0.39,0.0,0.0,0,10.0,0.0,15.7,45.0,43.0,42.0,34.0,34.0,34.0,34.0,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,2.0,7.6,13.2,354.45
40,11,5,1990,11,1,452.9,1.2,0.0,0.0,1.2,0.0,0.0,0.0,10.0,4.6,2.0,43,0.0,0.0,100,4.6,2.0,43,12.2,0.42,-9,-9,-9,0,-9,0.0,0.0,0,-9.0,0.0,0.0,0.0,100,0.0,0.0,-9.9,0.0,0.0,-9,0.0,0.0,0.0,452.9,452.9,0.42,153.1,196.8,183.2,169.8,65.1,116.5,61.9,0.0,0.0,0.0,0.000     0.000,0.42,0.0,0.0,0,10.0,0.0,14.9,45.0,43.0,42.0,34.0,34.0,34.0,34.0,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,4.2,5.0,12.2,19.4,354.45
41,12,5,1990,12,1,452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.5,1.0,21,0.0,0.0,100,4.5,1.0,21,7.5,0.45,-9,-9,-9,0,-9,0.0,0.0,0,-9.0,0.0,0.0,0.0,100,0.0,0.0,-9.9,0.0,0.0,-9,0.0,0.0,0.0,452.0,452.0,0.45,161.5,208.2,192.6,178.6,68.5,122.5,65.2,0.0,0.0,0.0,0.000     0.000,0.45,0.0,0.0,0,10.0,0.0,14.0,45.0,43.0,42.0,34.0,34.0,34.0,34.0,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,2.6,7.5,12.3,354.45
42,13,5,1990,13,2,451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.8,0.7,20,0.2,0.2,100,4.0,0.9,23,6.1,0.48,-9,0,0,0,0,7.0,7.0,63,0.13,0.2,0.2,0.2,100,12.0,0.006,-9.9,0.0,0.0,100,0.0,0.0,0.0,451.0,451.0,0.48,169.5,218.9,201.5,181.2,71.7,124.1,68.3,0.0,0.0,0.0,0.000     0.000,0.48,0.0,0.0,0,10.0,0.0,13.2,44.8,43.0,42.0,34.0,34.0,34.0,34.0,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,1.6,6.1,10.7,354.45
43,14,5,1990,14,2,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.1,0.7,18,0.3,0.3,100,4.3,1.0,23,7.0,0.5,-9,0,0,0,0,7.3,7.3,52,0.13,0.3,0.3,0.3,100,12.0,0.013,-9.9,0.0,0.0,100,0.0,0.0,0.0,450.0,450.0,0.5,177.0,229.1,209.9,190.5,75.0,130.6,71.3,0.0,0.0,0.0,0.000     0.000,0.5,0.0,0.0,0,10.0,0.0,12.5,44.5,43.0,42.0,34.0,34.0,34.0,34.0,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,-0.7,7.0,14.6,354.45
44,15,5,1990,15,2,450.6,2.7,0.0,0.0,2.7,0.0,0.0,0.0,10.0,1.9,1.9,100,0.3,0.3,100,2.2,2.2,100,11.9,0.53,-9,0,0,0,0,7.5,7.5,6,0.14,0.3,0.3,0.3,100,12.0,0.029,-9.9,0.0,0.0,100,0.0,0.0,0.0,450.6,450.6,0.53,185.6,238.9,218.1,185.8,76.7,126.8,74.2,0.0,0.0,0.0,0.000     0.000,0.53,0.0,0.0,0,10.0,0.0,13.3,44.3,43.0,42.0,34.0,34.0,34.0,34.0,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,2.0,5.9,11.9,18.0,354.45
45,16,5,1990,16,2,450.7,3.6,0.0,0.0,3.6,0.0,0.0,0.0,10.0,3.1,3.1,100,0.4,0.4,100,3.5,3.5,100,11.6,0.55,-9,0,0,0,0,7.8,7.8,8,0.14,0.4,0.4,0.4,100,12.0,0.044,-9.9,0.0,0.0,100,0.0,0.0,0.0,450.7,450.7,0.55,193.6,248.4,225.9,199.3,80.3,136.4,77.0,0.0,0.0,0.0,0.000     0.000,0.55,0.0,0.0,0,10.0,0.0,13.8,43.9,43.0,42.0,34.0,34.0,34.0,34.0,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,3.2,7.4,11.6,15.7,354.45
46,17,5,1990,17,2,449.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.8,39,0.3,0.3,100,2.3,1.1,47,10.9,0.57,-9,0,0,0,0,8.1,8.1,11,0.15,0.3,0.3,0.3,100,12.0,0.06,-9.9,0.0,0.0,100,0.0,0.0,0.0,449.6,449.6,0.57,200.1,257.5,233.5,199.5,82.4,136.3,79.6,0.0,0.0,0.0,0.000     0.000,0.57,0.0,0.0,0,10.0,0.0,13.0,43.6,43.0,42.0,34.0,34.0,34.0,34.0,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,5.9,10.9,15.9,354.45
47,18,5,1990,18,2,450.1,2.8,0.0,0.0,2.8,0.0,0.0,0.0,10.0,2.0,2.0,100,0.3,0.3,100,2.3,2.3,100,10.6,0.59,-9,0,0,0,0,8.4,8.4,12,0.15,0.3,0.3,0.3,100,12.0,0.076,-9.9,0.0,0.0,100,0.0,0.0,0.0,450.1,450.1,0.59,208.0,266.4,240.8,205.8,85.1,140.7,82.2,0.0,0.0,0.0,0.000     0.000,0.59,0.0,0.0,0,10.0,0.0,13.8,43.3,43.0,42.0,34.0,34.0,34.0,34.0,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,2.1,4.9,10.6,16.4,354.45
48,19,5,1990,19,2,448.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.5,1.1,43,0.2,0.2,100,2.8,1.3,47,6.9,0.61,-9,0,0,0,0,8.7,8.7,52,0.16,0.2,0.2,0.2,100,12.0,0.085,-9.9,0.0,0.0,100,0.0,0.0,0.0,448.8,448.8,0.61,213.8,275.0,248.0,215.7,88.1,147.6,84.8,0.0,0.0,0.0,0.000     0.000,0.61,0.0,0.0,0,10.0,0.0,12.7,43.1,43.0,42.0,34.0,34.0,34.0,34.0,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,3.3,6.9,10.6,354.45
49,20,5,1990,20,2,448.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.5,0.4,16,0.1,0.1,100,2.7,0.5,20,5.6,0.64,0,0,0,0,0,9.0,9.0,70,0.16,0.1,0.1,0.1,100,12.0,0.091,-9.9,0.0,0.0,100,0.0,0.0,0.0,448.3,448.3,0.64,220.3,283.4,254.9,221.8,90.6,151.8,87.2,0.0,0.0,0.0,0.000     0.000,0.64,0.0,0.0,0,10.0,0.0,12.3,43.0,43.0,42.0,34.0,34.0,34.0,34.0,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,2.7,5.6,8.4,354.45
50,21,5,1990,21,2,447.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.3,0.4,15,0.2,0.2,100,2.5,0.5,21,6.8,0.66,0,0,0,0,0,9.3,9.3,55,0.17,0.2,0.2,0.2,100,12.0,0.1,-9.9,0.0,0.0,100,0.0,0.0,0.0,447.8,447.8,0.66,226.5,291.6,261.7,226.4,93.0,155.0,89.6,0.0,0.0,0.0,0.000     0.000,0.66,0.0,0.0,0,10.0,0.0,12.0,42.8,43.0,42.0,34.0,34.0,34.0,34.0,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,6.8,11.0,354.45
51,22,5,1990,22,2,447.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.5,0.4,14,0.3,0.3,100,2.8,0.6,23,7.9,0.67,0,0,0,0,0,9.7,9.7,39,0.17,0.3,0.3,0.3,100,12.0,0.112,-9.9,0.0,0.0,100,0.0,0.0,0.0,447.1,447.1,0.67,232.5,299.6,268.4,233.5,95.6,159.9,92.0,0.0,0.0,0.0,0.000     0.000,0.67,0.0,0.0,0,10.0,0.0,11.6,42.5,43.0,42.0,34.0,34.0,34.0,34.0,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,2.4,7.9,13.3,354.45
52,23,5,1990,23,2,447.9,2.9,0.0,0.0,2.9,0.0,0.0,0.0,10.0,1.8,1.8,100,0.3,0.3,100,2.1,2.1,100,9.7,0.69,0,0,0,0,0,10.0,10.0,19,0.18,0.3,0.3,0.3,100,12.0,0.13,-9.9,0.0,0.0,100,0.0,0.0,0.0,447.9,447.9,0.69,239.8,307.5,274.9,234.3,97.4,160.3,94.3,0.0,0.0,0.0,0.000     0.000,0.69,0.0,0.0,0,10.0,0.0,12.7,42.2,43.0,42.0,34.0,34.0,34.0,34.0,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,2.0,4.8,9.7,14.6,354.45
53,24,5,1990,24,2,445.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.2,1.5,35,0.8,0.8,100,5.0,2.3,45,11.3,0.71,1,0,0,0,0,10.4,10.4,9,0.18,0.8,0.8,0.8,100,12.0,0.15,-9.9,0.0,0.0,100,0.0,0.0,0.0,445.6,445.6,0.71,243.9,315.2,281.3,258.2,101.8,177.6,96.5,0.0,0.0,0.0,0.000     0.000,0.71,0.0,0.0,0,10.0,0.0,11.2,41.5,43.0,42.0,34.0,34.0,34.0,34.0,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,5.9,11.3,16.7,354.45
54,25,5,1990,25,2,452.2,9.7,0.0,0.0,9.7,0.0,0.0,0.0,10.0,2.6,2.6,100,0.6,0.6,100,3.2,3.2,100,15.6,0.73,0,0,0,0,0,10.8,10.8,0,0.19,0.6,0.6,0.6,100,12.0,0.173,-9.9,0.0,0.0,100,0.0,0.0,0.0,452.2,452.2,0.73,256.7,322.8,287.6,251.7,102.8,172.6,98.7,0.0,0.0,0.0,0.000     0.000,0.73,0.0,0.0,0,10.0,0.0,17.7,41.5,43.0,42.0,34.0,34.0,34.0,34.0,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,2.9,11.1,15.6,20.0,354.45
55,26,5,1990,26,2,458.4,8.3,0.0,0.0,8.3,0.0,0.0,0.0,10.0,1.7,1.7,100,0.3,0.3,100,2.1,2.1,100,11.6,0.75,0,0,0,0,0,11.1,11.1,8,0.2,0.3,0.3,0.3,100,12.0,0.195,-9.9,0.0,0.0,100,0.0,0.0,0.0,458.4,458.4,0.75,269.1,330.2,293.7,249.7,104.2,170.9,100.9,0.0,0.0,0.0,0.000     0.000,0.75,0.0,0.0,0,10.0,0.0,23.9,41.5,43.0,42.0,34.0,34.0,34.0,34.0,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,1.9,7.4,11.6,15.8,354.45
56,27,5,1990,27,2,454.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.5,3.5,100,0.6,0.6,100,4.1,4.1,100,9.2,0.77,0,0,0,0,0,11.6,11.6,23,0.2,0.6,0.6,0.6,100,12.0,0.214,-9.9,0.0,0.0,100,0.0,0.0,0.0,454.3,454.3,0.77,271.1,337.5,299.8,269.9,108.1,185.5,103.0,0.0,0.0,0.0,0.000     0.000,0.77,0.0,0.0,0,10.0,0.0,19.8,41.5,43.0,42.0,34.0,34.0,34.0,34.0,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,4.6,9.2,13.9,354.45
57,28,5,1990,28,2,450.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.7,3.2,87,0.6,0.6,100,4.4,3.9,89,8.8,0.78,0,0,0,0,0,12.0,12.0,27,0.21,0.6,0.6,0.6,100,12.0,0.232,-9.9,0.0,0.0,100,0.0,0.0,0.0,450.4,450.4,0.78,273.2,344.7,305.8,277.6,110.5,190.9,105.2,0.0,0.0,0.0,0.000     0.000,0.78,0.0,0.0,0,10.0,0.0,15.9,41.5,43.0,42.0,34.0,34.0,34.0,34.0,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,2.7,8.8,15.0,354.45
58,29,5,1990,29,2,451.1,2.4,0.0,0.0,2.4,0.0,0.0,0.0,10.0,1.5,1.5,100,0.2,0.2,100,1.7,1.7,100,7.6,0.8,0,0,0,0,0,12.4,12.4,43,0.22,0.2,0.2,0.2,100,12.0,0.248,-9.9,0.0,0.0,100,0.0,0.0,0.0,451.1,451.1,0.8,279.7,351.8,311.6,263.4,110.6,180.2,107.2,0.0,0.0,0.0,0.000     0.000,0.8,0.0,0.0,0,10.0,0.0,16.6,41.5,43.0,42.0,34.0,34.0,34.0,34.0,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,1.7,5.7,7.6,9.5,354.45
59,30,5,1990,30,2,450.6,2.6,0.0,0.0,2.6,0.0,0.0,0.0,10.0,2.6,2.6,99,0.5,0.5,100,3.2,3.1,99,9.4,0.82,0,0,0,0,0,12.9,12.9,22,0.23,0.5,0.5,0.5,100,12.0,0.269,-9.9,0.0,0.0,100,0.0,0.0,0.0,450.6,450.6,0.82,285.0,358.8,317.4,278.6,113.8,191.2,109.3,0.0,0.0,0.0,0.000     0.000,0.82,0.0,0.0,0,10.0,0.0,16.1,41.5,43.0,42.0,34.0,34.0,34.0,34.0,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,3.0,4.1,9.4,14.7,354.45
60,31,5,1990,31,2,463.8,14.5,0.0,0.0,14.5,0.0,0.0,0.0,10.0,1.0,1.0,100,0.3,0.3,100,1.3,1.3,100,11.2,0.84,0,0,0,0,0,13.3,13.3,9,0.23,0.3,0.3,0.3,100,12.0,0.294,-9.9,0.0,0.0,100,0.0,0.0,0.0,463.8,463.8,0.84,303.9,365.7,323.2,269.1,114.3,184.0,111.3,0.0,0.0,0.0,0.000     0.000,0.84,0.0,0.0,0,10.0,0.0,29.3,41.5,43.0,42.0,34.0,34.0,34.0,34.0,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,1.2,7.9,11.2,14.6,354.45
61,1,6,1990,32,2,466.1,4.4,0.0,0.0,4.4,0.0,0.0,0.0,10.0,1.6,1.6,100,0.4,0.4,100,2.0,2.0,100,10.8,0.85,0,0,0,0,0,13.8,13.8,12,0.24,0.4,0.4,0.4,100,12.0,0.32,-9.9,0.0,0.0,100,0.0,0.0,0.0,466.1,466.1,0.85,311.9,372.5,328.8,279.6,117.0,191.5,113.3,0.0,0.0,0.0,0.000     0.000,0.85,0.0,0.0,0,10.0,0.0,31.7,41.5,43.0,42.0,34.0,34.0,34.0,34.0,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,1.9,7.2,10.8,14.3,354.45
62,2,6,1990,33,2,462.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.1,3.1,97,0.9,0.9,100,4.0,3.9,98,11.9,0.87,0,0,0,0,0,14.3,14.3,6,0.25,0.9,0.9,0.9,100,12.0,0.348,-9.9,0.0,0.0,100,0.0,0.0,0.0,462.2,462.2,0.87,313.6,379.2,334.4,299.4,120.6,205.8,115.2,0.0,0.0,0.0,0.000     0.000,0.87,0.0,0.0,0,10.0,0.0,27.7,41.5,43.0,42.0,34.0,34.0,34.0,34.0,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,5.2,11.9,18.7,354.45
63,3,6,1990,34,2,458.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.9,2.3,60,1.2,1.2,100,5.1,3.5,70,14.4,0.88,0,0,0,0,0,14.8,14.8,0,0.26,1.2,1.2,1.2,100,12.0,0.379,-9.9,0.0,0.0,100,0.0,0.0,0.0,458.7,458.7,0.88,315.5,385.8,339.8,312.0,123.5,214.9,117.2,0.0,0.0,0.0,0.000     0.000,0.88,0.0,0.0,0,10.0,0.0,24.2,41.5,43.0,42.0,34.0,34.0,34.0,34.0,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,8.4,14.4,20.3,354.45
64,4,6,1990,35,2,472.8,16.3,0.0,0.0,16.0,0.3,0.0,0.0,10.0,1.4,1.4,100,0.4,0.4,100,1.9,1.9,100,13.4,0.9,0,0,0,0,0,15.4,15.4,3,0.27,0.4,0.4,0.4,100,12.0,0.41,-9.9,0.0,0.0,100,0.0,0.0,0.0,472.8,472.8,0.9,335.0,392.3,345.2,291.8,122.7,199.8,119.1,0.0,0.0,0.0,0.000     0.000,0.9,0.0,0.0,0,10.0,0.0,38.4,41.5,43.0,42.0,34.0,34.0,34.0,34.0,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3,1.7,10.2,13.4,16.7,354.45
65,5,6,1990,36,2,476.2,5.6,0.0,0.0,5.6,0.0,0.0,0.0,10.0,1.6,1.6,100,0.5,0.5,100,2.2,2.2,100,13.9,0.92,0,0,0,0,0,15.9,15.9,2,0.28,0.5,0.5,0.5,100,12.0,0.443,-9.9,0.0,0.0,100,0.0,0.0,0.0,476.2,476.2,0.92,342.1,398.5,348.8,297.5,124.2,203.8,120.2,0.0,0.0,0.0,0.000     0.000,0.92,0.0,0.0,0,10.0,0.0,41.8,41.5,43.0,42.0,34.0,34.0,34.0,34.0,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,2.0,10.1,13.9,17.6,354.45
