,Tx,Tn,Pr,ET0
20111017,7.47,4.5,0.0,0.19574717952140733
20111018,7.56,1.31,0.0,0.7172891509739155
20111019,3.79,0.01,3.29,0.0
20111020,5.8,3.77,0.0,0.0
20111021,4.65,3.23,0.0,0.09865106743784968
20111022,8.12,0.48,3.28,0.025989302767046227
20111023,7.33,3.23,0.0,0.00438602517418793
20111024,7.05,3.24,0.0,0.0
20111025,5.87,4.23,0.0,0.07220643255171177
20111026,6.65,3.58,0.0,0.0
20111027,5.83,0.73,0.0,0.2739231586736379
20111028,5.31,0.94,0.0,0.0505527134421645
20111029,8.26,2.24,0.0,0.0
20111030,6.55,3.53,1.08,0.0
20111031,9.61,6.58,5.14,0.0
20111101,7.91,5.36,0.0,0.0
20111102,7.97,6.1,0.0,0.0
20111103,8.68,6.28,1.16,0.0
20111104,7.76,5.44,0.0,0.0
20111105,5.38,-0.2,0.0,0.0
20111106,1.73,-1.33,0.0,0.0018223605612182362
20111107,2.33,-0.12,0.0,0.2059195537641718
20111108,7.26,2.33,0.0,0.0
20111109,3.47,-1.5,0.0,0.0801035456742552
20111110,2.61,-2.39,0.0,0.07183117909255002
20111111,4.23,-1.97,0.0,0.0
20111112,3.32,-1.25,0.0,0.0
20111113,0.51,-1.2,0.0,0.0
20111114,4.18,-0.95,1.73,0.0
20111115,-1.06,-3.66,0.0,0.050773570531149746
20111116,3.42,-3.31,1.14,0.0
20111117,4.73,1.82,0.0,0.1305091909686063
20111118,3.2,0.55,0.0,0.0
20111119,2.83,-2.76,10.04,0.09708183563931173
20111120,-2.52,-6.59,0.0,0.021342389637323846
20111121,-1.59,-6.02,0.0,0.0
20111122,-0.42,-5.65,0.0,0.0
20111123,0.41,-5.52,0.0,0.0
20111124,2.11,-0.24,4.27,0.20449711246407695
20111125,2.99,0.68,1.72,0.0
20111126,2.96,0.44,1.28,0.0
20111127,6.65,0.12,13.92,0.12676597555610708
20111128,6.56,-0.19,3.31,0.16458058704175235
20111129,0.63,-3.42,0.0,0.0
20111130,0.58,-1.52,1.0,0.0
20111201,2.4,-0.24,0.0,0.0
20111202,0.56,-0.13,10.59,0.1065236955983889
20111203,0.55,-0.99,0.0,0.0
20111204,0.96,-1.1,5.56,0.1110028882795025
20111205,1.0,-0.18,1.38,0.0
20111206,0.51,-0.36,4.2,0.0
20111207,-0.45,-2.7,0.0,0.0
20111208,-1.55,-4.25,0.0,0.0
20111209,-1.37,-3.57,1.45,0.0
20111210,0.12,-1.74,4.23,0.0
20111211,0.03,-1.09,3.1,0.0
20111212,-0.19,-4.13,0.0,0.0
20111213,-0.47,-2.14,2.19,0.07370182160363786
20111214,0.19,-1.25,2.65,0.07011602319769102
20111215,0.48,-0.0,4.56,0.08744294315399936
20111216,0.19,-2.14,2.98,0.0
20111217,0.33,-3.78,3.66,0.06068553900943929
20111218,0.45,-0.73,2.68,0.0
20111219,0.29,-0.15,5.11,0.065715614286744
20111220,0.34,-3.2,3.07,0.0
20111221,-3.48,-4.41,1.24,0.05573910209668443
20111222,-3.44,-6.13,0.0,0.0
20111223,-4.51,-6.95,0.0,0.0
20111224,-2.12,-6.65,6.71,0.05065494446915704
20111225,0.15,-3.89,2.24,0.0
20111226,3.31,-0.2,5.59,0.11221624179488605
20111227,5.55,-1.36,4.25,0.1337265690385889
20111228,0.58,-2.62,0.0,0.0
20111229,1.4,-1.84,2.75,0.08978116689049401
20111230,1.52,0.23,3.13,0.0
20111231,0.04,-3.38,0.0,0.0
20120101,-2.32,-4.7,0.0,0.0
20120102,-4.7,-6.6,0.0,0.0
20120103,-1.61,-4.89,5.25,0.09987239501691299
20120104,0.33,-2.15,4.79,0.08209511619039896
20120105,0.34,-0.63,2.41,0.06419492949420727
20120106,-0.52,-2.31,2.9,0.09885521101205148
20120107,-1.95,-9.46,1.77,0.0
20120108,-3.52,-10.41,0.0,0.0
20120109,-4.45,-6.69,0.0,0.0
20120110,-3.71,-8.78,0.0,0.0
20120111,-0.51,-8.49,6.84,0.11616270513949427
20120112,-0.35,-3.63,8.83,0.08827177310206068
20120113,-0.11,-8.94,3.73,0.0
20120114,-4.81,-8.93,0.0,0.0
20120115,-6.79,-10.2,0.0,0.0
20120116,-7.52,-13.73,0.0,0.0
20120117,-7.2,-13.42,0.0,0.0
20120118,-8.11,-12.4,0.0,0.0
20120119,-7.82,-11.98,2.93,0.0
20120120,-7.49,-9.59,0.0,0.0
20120121,-8.04,-12.74,1.44,0.0
20120122,-6.31,-12.16,2.07,0.0
20120123,-7.7,-13.88,2.01,0.0
20120124,-9.73,-17.81,0.0,0.0
20120125,-16.49,-22.13,0.0,0.003456666580398877
20120126,-18.6,-25.03,0.0,0.006546270713170433
20120127,-17.51,-25.14,0.0,0.020725141595050792
20120128,-19.3,-27.0,0.0,0.027442553223041215
20120129,-19.89,-27.76,0.0,0.02993887258789086
20120130,-17.38,-24.35,0.0,0.014375396166760158
20120131,-20.38,-29.49,0.0,0.03476550066363644
20120201,-22.28,-29.42,0.0,0.018832357940370987
20120202,-17.45,-31.91,1.35,0.0
20120203,-17.68,-22.2,0.0,0.057161092997383374
20120204,-21.67,-26.48,0.0,0.051951804150697306
20120205,-17.17,-25.56,0.0,0.06439502992694193
20120206,-18.71,-28.02,0.0,0.04223553367668396
20120207,-12.92,-19.27,0.0,0.060268404353529696
20120208,-14.94,-18.94,0.0,0.06315808210440882
20120209,-16.22,-24.17,0.0,0.09946862759133837
20120210,-15.79,-24.15,0.0,0.10212582275360384
20120211,-14.07,-22.88,0.0,0.12122578309328967
20120212,-15.93,-25.45,0.0,0.11208668597151733
20120213,-17.67,-22.48,0.0,0.11997221191305331
20120214,-12.15,-21.42,0.0,0.047867184287255914
20120215,-11.44,-17.7,0.0,0.1211152890088133
20120216,-12.47,-21.63,0.0,0.15630327913695968
20120217,-9.64,-18.95,0.0,0.19926378584204665
20120218,-9.59,-15.87,0.0,0.19706163769533605
20120219,-7.22,-13.93,1.2,0.16809360916197083
20120220,-2.05,-7.84,2.29,0.023345068317334232
20120221,-1.92,-8.84,4.17,0.11504532966488036
20120222,-1.71,-3.17,5.21,0.4204617521767354
20120223,0.01,-2.42,12.99,0.014853360814034697
20120224,-1.9,-8.91,0.0,0.0
20120225,-3.66,-9.49,0.0,0.19748228424007383
20120226,-4.66,-9.0,0.0,0.07922020289845123
20120227,-5.35,-11.55,0.0,0.1247390006256946
20120228,-7.42,-13.53,1.05,0.16967195716774253
20120229,-4.63,-12.82,0.0,0.1494654137698163
20120301,0.01,-10.1,1.06,0.2930368220037307
20120302,0.01,-1.71,12.72,0.08888654719557902
20120303,-0.02,-6.53,0.0,0.18498357254500358
20120304,-3.5,-7.3,0.0,0.2991796113980167
20120305,-5.14,-7.88,0.0,0.3487035230217672
20120306,-7.67,-16.56,0.0,0.5250660087647887
20120307,-4.74,-17.25,0.0,0.5520391036241483
20120308,-3.31,-13.37,0.0,0.5387774870458436
20120309,-3.6,-16.71,0.0,0.519908324307623
20120310,-0.87,-9.97,5.59,0.2221553475974594
20120311,0.01,-3.27,1.8,0.2508188818932778
20120312,0.13,-3.48,1.17,0.5032218926773652
20120313,0.04,-2.57,4.32,0.5292312449196928
20120314,-1.73,-3.06,1.7,0.49613764248687137
20120315,-2.62,-8.1,0.0,0.8269425327807947
20120316,-0.01,-9.17,0.0,0.4176050754916988
20120317,0.06,-1.51,0.0,0.48011645886616416
20120318,0.06,-4.03,0.0,1.0511740685987137
20120319,0.08,-4.87,6.2,0.3885517896005776
20120320,-0.36,-2.78,1.4,0.2388763400200805
20120321,0.05,-7.43,0.0,1.1300190235579697
20120322,0.09,-5.92,5.18,0.6916418931717658
20120323,0.13,-9.86,0.0,0.39394205135912286
20120324,-3.04,-11.92,3.36,0.5779842760777677
20120325,-1.3,-10.67,0.0,1.147639137365864
20120326,0.12,-10.7,2.03,1.02190593252055
20120327,0.13,-3.76,3.55,0.7073726807920958
20120328,0.21,-3.07,2.32,0.5286704863330741
20120329,0.37,-2.07,1.15,0.9873944122424501
20120330,0.06,-5.47,0.0,0.8541875485251305
20120331,-1.66,-8.95,0.0,0.954900644004234
20120401,-1.97,-11.03,0.0,1.1586473344489785
20120402,0.3,-8.17,1.19,1.1321773325036963
20120403,0.44,-3.73,2.1,0.8413293782868455
20120404,0.26,-6.23,0.0,0.8915182151133499
20120405,1.12,-6.97,0.0,1.6232105200605391
20120406,1.02,-3.24,2.55,0.9663092824183102
20120407,2.36,-2.09,1.75,0.8758079691420265
20120408,-0.1,-4.14,4.31,0.655925808839695
20120409,1.55,-5.03,0.0,1.5755911171205965
20120410,3.0,-6.95,0.0,1.4940896578619656
20120411,6.18,-3.26,0.0,2.0560433761901047
20120412,8.08,-1.09,0.0,1.536554719557231
20120413,13.87,0.51,0.0,2.275072786558562
20120414,7.3,2.08,1.45,0.5714393100435694
20120415,8.23,-2.39,0.0,2.002342997100657
20120416,2.69,-2.38,8.7,0.5994731474871199
20120417,6.28,0.94,8.08,0.438457745867271
20120418,5.44,-2.42,0.0,1.3435264829506206
20120419,9.73,-2.48,0.0,1.7528810381973587
20120420,11.63,0.44,2.12,1.6114032703267203
20120421,12.51,2.21,3.71,1.0803793641894515
20120422,14.87,1.36,0.0,1.8860684007841204
20120423,13.11,4.21,2.83,1.3441536916428949
20120424,14.08,3.74,6.91,1.5847357555226647
20120425,14.61,3.48,0.0,2.064023338737454
20120426,14.52,4.34,12.05,0.9052863384199372
20120427,15.69,5.12,3.11,1.4680603878986938
20120428,15.83,7.89,0.0,2.7572630969436314
20120429,10.34,2.13,4.46,1.6830576607296537
20120430,14.06,-0.06,0.0,3.420170627145532
20120501,9.19,-0.08,0.0,2.5461366753506622
20120502,11.74,-1.64,0.0,2.7076538946749182
20120503,8.36,-1.44,0.0,2.26961138633749
20120504,11.83,-2.38,0.0,2.6725679394270836
20120505,14.97,4.48,10.6,0.8083775214273797
20120506,15.65,5.13,0.0,3.7367720216824933
20120507,11.47,4.59,1.9,1.4387044799832402
20120508,13.96,2.87,0.0,3.144475298166259
20120509,16.87,1.82,0.0,3.2873481673861122
20120510,18.23,5.93,0.0,3.7932465518949052
20120511,17.43,10.86,13.93,1.1947460194585897
20120512,14.9,5.37,2.87,2.4096995412336177
20120513,11.15,2.01,0.0,2.307583629472431
20120514,14.59,-0.13,0.0,3.988048114274908
20120515,17.08,2.08,0.0,4.079545354642554
20120516,17.98,7.3,0.0,3.7621676267729605
20120517,23.51,14.08,0.0,4.6813067829730075
20120518,15.49,5.31,3.06,1.9193785704418178
20120519,17.37,4.1,0.0,4.4076172843653145
20120520,19.62,7.24,0.0,4.1271128147903235
20120521,21.19,9.21,3.46,3.229119255440417
20120522,24.83,10.15,2.72,3.628018349088963
20120523,12.91,4.29,0.0,4.398078997895091
20120524,14.99,2.48,0.0,4.138062260616212
20120525,17.37,2.76,0.0,4.045217181047574
20120526,16.37,6.14,2.9,2.149179531845929
20120527,19.0,7.61,0.0,3.252441294011607
20120528,20.0,8.33,0.0,3.4884196343032285
20120529,14.62,8.05,1.1,2.658400027954709
20120530,10.8,5.6,16.16,1.0706829512315388
20120531,12.81,4.59,0.0,2.389254321984993
20120601,14.15,2.53,0.0,2.7945657923405394
20120602,11.39,6.94,13.05,1.3354880121835406
20120603,13.24,4.45,0.0,2.374435973412573
20120604,13.7,2.64,0.0,2.8075706745981557
20120605,16.12,3.8,0.0,3.5082137403932716
20120606,17.39,7.26,0.0,2.744811077299287
20120607,16.75,5.42,0.0,3.7182880894758568
20120608,15.78,7.55,0.0,2.1909442287216283
20120609,18.64,6.48,0.0,3.5042113984533096
20120610,18.74,8.77,0.0,3.6753259327650674
20120611,18.99,8.28,9.38,2.66180453607155
20120612,14.98,11.4,2.74,1.1624391991845724
20120613,20.35,10.05,0.0,3.75502581215216
20120614,21.55,8.26,0.0,4.655878823825947
20120615,23.32,11.1,2.39,3.870276127809103
20120616,20.77,13.83,8.24,3.065687637449505
20120617,19.43,11.3,5.73,1.6155778169355148
20120618,19.37,11.37,2.25,3.488643550257137
20120619,19.98,9.72,4.37,1.7573526191921816
20120620,17.38,8.87,0.0,4.56685495391537
20120621,17.83,7.49,0.0,5.083291603249931
20120622,20.82,7.58,0.0,4.763090600893386
20120623,19.98,8.65,22.96,3.13657162956465
20120624,14.22,9.87,4.03,1.332946156862417
20120625,16.11,9.0,8.1,2.2526645137562755
20120626,17.02,10.56,2.92,2.390196162630846
20120627,15.82,10.75,5.29,2.076086344791112
20120628,16.48,7.96,0.0,3.1484481294581257
20120629,15.59,6.87,0.0,2.7536892594542146
20120630,18.63,6.86,0.0,3.5887596496469025
20120701,22.06,11.75,3.05,2.1982719617204505
20120702,22.93,11.0,5.91,2.5372417704002403
20120703,20.36,9.93,0.0,4.080820697057082
20120704,22.91,9.94,0.0,4.820519789805064
20120705,22.4,13.86,0.0,4.0776223232626245
20120706,23.6,15.01,0.0,4.4541636164243155
20120707,23.44,13.61,0.0,4.847119453906773
20120708,25.94,13.18,3.22,4.162944685707611
20120709,22.99,15.83,1.49,4.305096722206706
20120710,22.84,14.68,1.78,4.196595441620105
20120711,22.08,13.82,0.0,4.213600253807417
20120712,23.1,11.76,0.0,4.461520882535486
20120713,17.88,12.55,7.62,1.4886183231781904
20120714,18.62,11.08,1.89,2.6336701770043467
20120715,18.4,11.8,5.97,2.118949661503288
20120716,17.15,12.07,3.77,1.4133540097904878
20120717,18.51,10.69,1.09,3.232323842616526
20120718,16.95,9.84,2.17,2.1475223516382935
20120719,18.68,11.56,5.88,2.1645662699952277
20120720,20.18,9.81,0.0,3.646143483999625
20120721,20.12,10.37,1.17,3.3147802713692407
20120722,17.83,8.25,1.37,2.915450224880768
20120723,16.85,8.07,4.37,2.122791115521798
20120724,19.22,13.14,4.76,1.4331028560276389
20120725,23.41,14.49,0.0,2.326945747479858
20120726,24.45,15.65,1.38,3.999080041068976
20120727,24.04,13.81,0.0,4.187722323621224
20120728,26.3,13.26,0.0,4.306780890417168
20120729,28.26,16.94,2.01,4.685475927171817
20120730,28.8,20.33,2.5,4.915175637759229
20120731,22.23,13.78,2.97,2.714606685965531
20120801,18.83,10.19,10.28,2.2783547296649362
20120802,19.83,9.56,0.0,3.7623074960391705
20120803,23.0,10.6,0.0,4.2748263304542355
20120804,22.22,13.58,7.82,1.8622837387001925
20120805,21.54,11.94,0.0,3.636054847701276
20120806,21.65,12.87,1.66,1.9501854944865595
20120807,23.42,12.86,38.2,1.6224481521273386
20120808,17.25,10.82,7.37,2.0219281497141224
20120809,14.71,7.69,0.0,1.9858522008814998
20120810,14.21,6.88,1.46,1.481717377080588
20120811,15.3,7.19,0.0,1.4726269650177368
20120812,16.76,5.37,0.0,1.7119355967344623
20120813,18.12,5.31,0.0,3.1854538557844987
20120814,20.43,9.92,0.0,3.8345114455820317
20120815,19.81,11.32,1.36,1.7621382257421423
20120816,20.89,12.07,0.0,1.6496768619236704
20120817,21.16,12.66,3.2,2.5290068601257913
20120818,21.81,12.87,0.0,3.390929912836759
20120819,19.52,12.78,7.04,2.1155604598347306
20120820,13.98,6.77,4.0,1.5885103894545507
20120821,16.62,6.69,0.0,2.5743549671424875
20120822,16.4,6.4,6.94,2.2155754060901427
20120823,16.01,11.79,28.62,0.8449743700074357
20120824,18.26,11.72,3.58,2.3376959030199163
20120825,17.69,10.68,3.59,1.7748254041516702
20120826,19.67,9.78,0.0,2.163939532432317
20120827,18.49,11.48,4.28,1.3842002480108238
20120828,18.83,10.42,1.23,1.4800285077686752
20120829,17.99,8.98,0.0,1.349649111952565
20120830,17.01,6.67,0.0,1.9077912513477333
20120831,15.23,4.48,0.0,1.5743306584318302
20120901,12.4,3.59,1.74,1.7207941581432313
20120902,15.76,8.09,13.51,0.48361409163174746
20120903,17.2,10.15,5.58,0.6037355198108304
20120904,17.37,10.51,1.08,1.6967195759296176
20120905,17.81,10.66,1.82,1.7210952103471067
20120906,15.51,7.46,1.02,1.408914285755588
20120907,10.6,7.08,4.9,1.008708381689868
20120908,12.81,6.33,3.24,1.5729610066996702
20120909,13.85,5.83,0.0,1.621784672403694
20120910,14.5,4.62,0.0,1.645897138306395
20120911,18.48,7.35,0.0,1.5688523443714684
20120912,22.9,11.23,1.62,2.3004289864642167
20120913,15.24,9.37,0.0,0.7495172194870873
20120914,13.37,8.64,4.89,0.6164812919934778
20120915,14.13,8.67,2.89,0.6548237152341948
20120916,15.87,9.24,0.0,2.1267779250295873
20120917,15.48,8.87,0.0,0.6261611599355781
20120918,15.87,10.95,0.0,1.0372908692528968
20120919,17.93,10.65,1.16,1.5852978452250133
20120920,13.77,8.26,1.03,0.6487161956249655
20120921,12.88,6.15,0.0,1.4752850275478508
20120922,13.6,6.68,4.44,0.9705004204998317
20120923,11.08,6.98,13.37,0.5561630436329449
20120924,11.58,6.9,0.0,0.26585097811569186
20120925,11.62,5.66,0.0,0.18244708233411341
20120926,12.71,5.17,0.0,0.6181037028795466
20120927,14.55,6.23,2.37,0.657318980058067
20120928,15.19,10.12,3.69,0.7444664223166786
20120929,11.91,8.12,2.8,0.39715943534947007
20120930,10.34,7.13,10.03,0.16416284579536666
20121001,11.8,7.15,1.67,0.7996126472054883
20121002,14.01,8.51,5.08,0.9415417124384576
20121003,15.04,6.98,0.0,0.6199353189709321
20121004,11.44,6.98,4.89,0.11950399773955246
20121005,12.12,7.15,2.01,0.4851177110137139
20121006,7.85,5.48,1.08,0.2839257778536239
20121007,9.19,5.33,0.0,0.6284865419030452
20121008,7.53,5.75,3.64,0.05493884589695601
20121009,7.86,5.62,3.26,0.2809157765390871
20121010,5.9,3.88,6.9,0.015349932301675747
20121011,5.71,3.82,3.23,0.2193724986848593
20121012,6.73,2.08,1.97,0.15234398941435207
20121013,6.76,1.22,0.0,0.23975201945603827
20121014,6.04,0.84,1.5,0.20076295688551432
20121015,7.16,2.26,8.68,0.0
20121016,10.25,6.79,1.6,0.3606586487329707
20121017,9.63,6.58,7.17,0.36191126223563935
20121018,8.54,5.77,0.0,0.1565217740428727
20121019,13.19,5.72,4.1,0.34718140817915866
20121020,11.08,6.76,8.06,0.0
20121021,8.34,3.76,14.5,0.2957395715827722
20121022,5.41,-1.98,0.0,0.5326407799085158
20121023,3.44,-2.26,0.0,0.09963556875970664
20121024,4.21,0.26,4.11,0.22835212060894255
20121025,3.07,-1.04,1.29,0.25398343010238006
20121026,0.66,-4.08,1.19,0.17728355374170202
20121027,0.9,-4.88,0.0,0.3080804199924451
20121028,1.16,-3.31,0.0,0.0
20121029,0.19,-3.95,0.0,0.12655890785442667
20121030,-1.61,-3.46,4.06,0.0
20121031,-0.7,-5.49,1.5,0.0
20121101,0.47,-1.6,0.0,0.1874371013637322
20121102,1.71,-0.79,2.99,0.0
20121103,1.61,0.22,5.23,0.18937300787329542
20121104,1.7,0.44,3.5,0.0
20121105,1.39,0.17,13.64,0.0
20121106,0.7,-0.13,5.88,0.0
20121107,0.66,0.12,3.28,0.0
20121108,0.99,-1.39,1.5,0.034034339571093815
20121109,-0.62,-6.09,0.0,0.11993960794548791
20121110,-0.13,-5.7,0.0,0.035821596454489346
20121111,1.01,-2.51,0.0,0.0
20121112,3.69,0.43,9.44,0.0
20121113,2.02,-3.01,0.0,0.0
20121114,5.94,-2.35,3.55,0.12464346976019895
20121115,6.44,3.58,12.62,0.0
20121116,3.76,2.44,0.0,0.0
20121117,5.33,2.75,1.49,0.0
20121118,3.76,0.59,0.0,0.14292110543021094
20121119,2.65,0.3,1.28,0.13149954511896345
20121120,2.95,-0.37,0.0,0.0
20121121,3.04,0.55,0.0,0.0
20121122,2.05,0.75,0.0,0.08815773402374563
20121123,2.67,0.96,1.06,0.0
20121124,3.18,1.62,1.57,0.2319590895829662
20121125,1.58,-1.69,4.41,0.10294414897738285
20121126,0.23,-2.78,1.21,0.11264718647082105
20121127,-0.03,-4.39,0.0,0.0
20121128,-2.8,-4.4,0.0,0.09625735955935902
20121129,-4.43,-8.51,8.1,0.1309695088801102
20121130,-8.71,-11.16,12.43,0.06908096750941622
20121201,-11.02,-13.93,1.1,0.0
20121202,-4.32,-11.57,1.7,0.0
20121203,-5.0,-7.91,1.99,0.0
20121204,-7.59,-10.45,1.97,0.0
20121205,-7.66,-13.72,0.0,0.0
20121206,-6.48,-10.93,0.0,0.0
20121207,-6.14,-8.8,5.21,0.0
20121208,-7.75,-9.86,8.05,0.04162540249675269
20121209,-8.42,-11.31,1.8,0.0
20121210,-11.71,-16.99,0.0,0.0
20121211,-3.25,-11.66,4.25,0.04525420377332643
20121212,-3.95,-13.45,0.0,0.0
20121213,-6.95,-12.67,1.75,0.04640572036424503
20121214,-6.97,-9.36,0.0,0.0
20121215,-9.7,-15.22,0.0,0.0
20121216,-13.41,-15.56,0.0,0.0
20121217,-13.45,-18.92,0.0,0.0
20121218,-19.15,-24.14,0.0,0.0
20121219,-21.22,-23.61,0.0,0.0
20121220,-16.57,-22.38,0.0,0.0
20121221,-14.93,-22.72,0.0,0.0
20121222,-18.81,-22.56,0.0,0.0
20121223,-20.06,-23.64,0.0,0.0
20121224,-16.27,-21.95,0.0,0.0
20121225,-1.92,-16.13,5.44,0.0
20121226,-0.52,-14.52,1.79,0.0
20121227,0.05,-10.45,3.1,0.052265673691073315
20121228,-0.74,-6.76,6.14,0.06943966316022396
20121229,-7.55,-12.64,0.0,0.0
20121230,-6.49,-11.82,0.0,0.0
20121231,-0.41,-6.7,4.79,0.0
20130101,0.05,-1.26,7.46,0.054478743028862506
20130102,0.05,-0.54,5.31,0.11123321123428435
20130103,-0.15,-5.08,2.82,0.0
20130104,-4.68,-6.28,1.14,0.0
20130105,-5.06,-8.25,1.63,0.0
20130106,-8.1,-10.75,0.0,0.0
20130107,-8.56,-14.2,0.0,0.0
20130108,-10.68,-14.26,0.0,0.0
20130109,-8.41,-11.61,2.78,0.0
20130110,-8.54,-12.68,1.21,0.0
20130111,-10.45,-21.71,0.0,0.0
20130112,-20.1,-25.87,0.0,0.0
20130113,-8.38,-19.09,0.0,0.0
20130114,-4.79,-8.1,0.0,0.0
20130115,-6.0,-12.74,0.0,0.0
20130116,-10.27,-12.86,1.22,0.0
20130117,-12.79,-22.7,0.0,0.0
20130118,-23.49,-30.83,0.0,0.0046689656128905115
20130119,-21.16,-30.69,0.0,0.0
20130120,-13.58,-27.84,0.0,0.0
20130121,-8.45,-15.21,0.0,0.0
20130122,-8.0,-11.14,0.0,0.0
20130123,-8.85,-10.71,0.0,0.0
20130124,-9.43,-19.15,0.0,0.0
20130125,-10.6,-18.99,0.0,0.0
20130126,-7.78,-10.25,0.0,0.0
20130127,-9.75,-16.13,0.0,0.0
20130128,-11.77,-18.99,0.0,0.004676389837564407
20130129,-7.0,-12.15,0.0,0.07613564092154773
20130130,-4.84,-8.08,2.68,0.0
20130131,-1.53,-5.48,5.48,0.0
20130201,-1.4,-6.12,3.0,0.0
20130202,-5.9,-9.9,0.0,0.0
20130203,-6.21,-10.52,0.0,0.0
20130204,-6.32,-10.68,0.0,0.0
20130205,-6.49,-10.25,1.11,0.0869362287371669
20130206,-1.64,-7.36,1.94,0.0
20130207,-1.88,-6.58,1.76,0.0
20130208,-1.24,-5.62,3.03,0.16534348407867547
20130209,-0.02,-6.71,3.49,0.18368957888830634
20130210,-1.47,-2.74,6.22,0.16417121352425548
20130211,-1.73,-6.87,2.24,0.1650975325249683
20130212,-3.43,-12.02,0.0,0.0
20130213,-1.14,-8.34,0.0,0.17723154457330176
20130214,-3.5,-8.27,0.0,0.038605224532676875
20130215,-5.1,-10.52,0.0,0.09246432555468062
20130216,-6.15,-11.12,0.0,0.09017656298723457
20130217,-5.61,-12.02,0.0,0.14512585508271553
20130218,-6.04,-12.4,0.0,0.02164383544576589
20130219,-7.56,-11.77,0.0,0.09433746023026507
20130220,-5.07,-12.89,0.0,0.11645047220317416
20130221,-9.98,-17.7,0.0,0.22349595924630355
20130222,-7.71,-13.54,0.0,0.05833474151112685
20130223,-5.82,-13.02,0.0,0.029206757953288753
20130224,-6.09,-13.31,0.0,0.2968491958336278
20130225,-3.66,-12.68,0.0,0.26067187294637517
20130226,-3.24,-12.56,0.0,0.1678278404608241
20130227,-0.37,-3.67,0.0,0.17133055463408847
20130228,0.06,-1.86,2.96,0.20119003701400118
20130301,-0.4,-11.16,1.65,0.057379008420837596
20130302,-9.16,-23.03,0.0,0.34731016258095976
20130303,-8.65,-15.7,0.0,0.28553932075013655
20130304,-10.67,-18.88,0.0,0.39768143526439886
20130305,-6.38,-13.5,0.0,0.36000256626074495
20130306,0.05,-5.95,1.21,0.3285382040962875
20130307,-4.68,-10.59,0.0,0.5929189462196537
20130308,-7.25,-13.7,0.0,0.515150058365151
20130309,-8.51,-13.12,0.0,0.3583069814441187
20130310,-9.61,-19.5,0.0,0.461528433267452
20130311,-9.52,-18.74,0.0,0.34183942401733103
20130312,-6.82,-16.93,0.0,0.5445308119331462
20130313,-6.35,-14.35,0.0,0.5997436305190965
20130314,-6.61,-20.22,0.0,0.6326529219528765
20130315,-8.13,-21.64,0.0,0.5943465533104435
20130316,-7.06,-14.1,0.0,0.5358632005150422
20130317,-8.95,-18.2,0.0,0.5561984937820716
20130318,-9.26,-16.15,0.0,0.294891543532784
20130319,-7.49,-11.52,0.0,0.5251191331439085
20130320,-7.52,-13.63,0.0,0.6811569051585877
20130321,-9.01,-18.8,0.0,0.5917424321724305
20130322,-11.55,-20.94,0.0,0.5313048099897041
20130323,-3.79,-14.32,0.0,0.6392695691439189
20130324,-3.43,-12.1,0.0,0.906889703243292
20130325,-2.94,-12.69,0.0,1.0048661571352626
20130326,-1.66,-13.04,1.12,0.8753680098755132
20130327,-2.51,-10.25,0.0,1.0390251747861423
20130328,-0.67,-9.1,0.0,1.1839354022870874
20130329,0.02,-9.2,0.0,1.075507021989067
20130330,-0.77,-8.05,1.19,0.8699177363314915
20130331,-0.7,-6.63,1.02,0.7035364712630628
20130401,-1.67,-8.62,4.5,0.26308435532085345
20130402,-0.2,-9.27,1.84,0.5378417403606428
20130403,0.06,-8.99,0.0,1.4687430336653082
20130404,0.07,-9.02,0.0,0.9724925040142289
20130405,-0.59,-3.25,5.87,0.41334990327993176
20130406,0.08,-4.91,0.0,1.5500489802386184
20130407,0.05,-7.42,0.0,1.5976263558442878
20130408,-0.17,-5.35,1.76,0.987536508781766
20130409,0.03,-8.52,0.0,1.5121724909638452
20130410,0.12,-10.83,0.0,1.2839297157235756
20130411,0.2,-1.99,0.0,0.9975536760547815
20130412,0.34,-0.32,1.39,0.7211875063141278
20130413,0.44,-0.01,5.01,1.056911867189859
20130414,1.71,-1.5,0.0,0.4548649331958839
20130415,1.52,-2.36,0.0,1.2418294792511713
20130416,2.62,-1.64,0.0,1.4691423946672633
20130417,7.74,-1.92,1.91,1.8901156781011363
20130418,10.44,1.19,0.0,2.30287159411612
20130419,11.56,3.76,0.0,2.585618484277641
20130420,7.24,-0.3,1.48,1.0850500214466712
20130421,8.23,-2.9,0.0,2.478232134460652
20130422,11.68,-3.27,0.0,2.765904528599541
20130423,11.92,-0.36,7.74,2.0867594048976397
20130424,8.97,1.9,4.73,1.285698329816637
20130425,8.8,1.9,1.47,1.7915420062096759
20130426,7.47,0.56,3.43,1.6378465751202758
20130427,7.9,-1.35,0.0,0.606530860587251
20130428,8.65,-1.76,0.0,2.1218989556034464
20130429,10.33,-2.73,0.0,2.5065440348096897
20130430,9.75,2.96,4.87,1.496937282359506
20130501,11.73,2.11,0.0,2.4238103249203036
20130502,13.59,-0.7,0.0,3.0505957021969916
20130503,11.8,0.26,0.0,3.579924036084489
20130504,16.62,-0.79,0.0,3.672557666628012
20130505,14.04,2.21,0.0,2.9785965657480946
20130506,12.8,3.25,0.0,2.6479377965378834
20130507,17.05,1.98,0.0,2.8892958427331212
